firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons,current_employee,years_in_company
PwC,2021-01-14, Deployment Senior Associate,"Current Employee, more than 3 years","Chicago, IL",4,4.0,4.0,4.0,5.0,4.0,4.0,1,1,1,"big company, long hours","Generous flexibility in IFS
Lots of opportunities to move groups and try new things","Big company, easy to get bogged down
Long hours depending on your group
Some bad apples in the bunch like at any company but also some good ones
Hard to move up in IFS",1,3
PwC,2021-01-14, Manager,"Current Employee, more than 3 years","Gurgaon, Haryana, Haryana",4,3.0,3.0,4.0,4.0,3.0,4.0,1,1,1,Tax,Good place to work for beginners,Politics in the lower and middle level,1,3
PwC,2021-01-14, Risk Assurance Manager,"Current Employee, more than 1 year",Singapore,5,3.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Structured organisation,Flexibility in managing your own work,Long working hours and limited benefits,1,1
PwC,2021-01-14, Senior Associate,"Current Employee, more than 3 years","Tampa, FL",4,3.0,5.0,5.0,4.0,3.0,4.0,1,1,1,Headline,"-Training and Development
-Job Security
-Fun workplace
-Work from Home",-No work life balance & Salary,1,3
PwC,2021-01-14, Senior Associate,"Former Employee, less than 1 year",Berlin,4,2.0,3.0,3.0,4.0,4.0,3.0,1,2,1,Good employer,"Good reimbursement, own kitchen, great infrastructure","Projects are different, your opinion is not really valuable",0,1
PwC,2021-01-14, Senior Consultant,"Former Employee, more than 1 year","Gurgaon, Haryana, Haryana",1,1.0,1.0,2.0,1.0,1.0,1.0,3,2,2,Pathetic Work Culture | No work life balance | Less Salary,"1. Brand Value
2. Good Projects 
3. Work from Home","1. 80+ hours of work per week leading to no work life balance
2. No benefits or facilities over and above fixed salary
3. Promotions mostly happen through favouritism
4. Micro management
5. Constant pressure from clients and higher management",0,1
PwC,2021-01-14, Senior Manager,"Former Employee, more than 1 year","Atlanta, GA",1,1.0,1.0,1.0,1.0,1.0,1.0,3,2,2,Its not one firm and there are mixed messages,Brand is something I guess,"Dishonest culture, fragmented, every partner for themself",0,1
PwC,2021-01-14, Senior Manager Transaction Services,"Former Employee, more than 8 years","London, England, England",4,4.0,3.0,2.0,5.0,3.0,3.0,1,2,1,Decent,Interesting clients and projects/good levels of resource/capable staff,"Depends on which partner you work with, you can have poor experience and it's a culture of looking after your own. This isn't great to support diversity and social mobility - always seems like the same type of people get promoted.",0,8
PwC,2021-01-14, Spring Analyst,"Current Employee, less than 1 year",Hong Kong,4,2.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Spring Analyst,Learning how to become professionals within the professional supervision,Too busy when there is a project deadline,1,1
PwC,2021-01-14, Tax Associate,"Current Employee, less than 1 year","New York, NY",3,1.0,5.0,5.0,4.0,3.0,2.0,3,1,3,Exaggerated,"Good ""extras"", perks and all
They try to care about employees as much as they can","- really unclear hours 
- significant burnout
- client trumps everything
- super specialized",1,1
PwC,2021-01-14, Tax Manager,"Current Employee, more than 5 years","Atlanta, GA",2,1.0,4.0,5.0,3.0,3.0,1.0,3,2,2,Get ready to gain Experience and be Worked to Death,"- Plenty of work experience 
- Quick promotions
- Normally competitive salary","- way too much work with no work life balance
- constant turnover",1,5
PwC,2021-01-14, Trainee,"Former Employee, more than 1 year",Sydney,5,3.0,5.0,5.0,5.0,1.0,5.0,1,1,1,Great Opportunities,"Supportive team 
Management prioritises its team
Plenty of opportunities for personal and professional development","Low pay
Often work overtime during busy season",0,1
PwC,2021-01-14, Trainee,"Former Employee, more than 1 year",Sydney,5,3.0,5.0,5.0,5.0,1.0,5.0,1,1,1,Great Opportunities,"Supportive team 
Management prioritises its team
Plenty of opportunities for personal and professional development","Low pay
Often work overtime during busy season",0,1
PwC,2021-01-15, Associate,"Current Employee, less than 1 year",Bangalore,4,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,Sap consultants,"Projects will be mostly on updated technologies
Very good learning",As of now No cons,1,1
PwC,2021-01-15, Associate Tax Accountant,"Current Employee, more than 1 year","San Jose, CA",5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Great Place to Launch a Career,"Worked here for approximately 2 years including as an intern in the tax practice and worked hard but learned a lot. For those entering accounting like myself, there' s very few better places to begin your career than at a firm that teaches best practices and has ubiquitous industry recognition.","It is very easy to get ""lost"" or ""hidden"" as the firm is enormous and there's so many siloed service niches. It's best to be proactive and make connections over the course of you're time there to make the most of the experience.",1,1
PwC,2021-01-15, Business Placement,"Current Employee, less than 1 year","Belfast, Northern Ireland, Northern Ireland",3,4.0,4.0,4.0,4.0,3.0,3.0,3,1,1,Great people but poor resourcing,"Thrown in at the deep end straight away, lots of opportunities to get involved in extra projects, well-being checkins","Poor resourcing organisation, can spend weeks on the bench with no work, secondments damaged my experience",1,1
PwC,2021-01-15, Consultant,"Former Employee, more than 1 year",Pune,5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Consultant,Good Work Environment and Exposure,Unstructured salary hike for appraisal,0,1
PwC,2021-01-15, Consulting Manager,"Current Employee, more than 3 years","London, England, England",2,1.0,3.0,2.0,2.0,3.0,3.0,3,1,1,Challenging workplace,Good learning and collaboration from all staff,career moves slowly if you are not british or white.,1,3
PwC,2021-01-15, Experienced Tax Associate,"Current Employee, more than 1 year","Miami, FL",2,1.0,2.0,3.0,3.0,1.0,2.0,3,3,2,High Expectations,Large firm experience and name for resume,"Hours, demands, pay, complex projects are given to specialists rather than allowing individuals to learn",1,1
PwC,2021-01-15, Finance Manager,"Current Employee, more than 8 years","London, England, England",3,4.0,3.0,4.0,2.0,3.0,2.0,3,1,2,Manager,Flexibility options and great offices,Promotion prospects limited and unbalanced performance process,1,8
PwC,2021-01-15, Front Desk Receptionist,"Former Employee, more than 1 year","Dublin, Dublin",4,4.0,3.0,5.0,4.0,3.0,5.0,1,1,1,Front desk receptionist,"Appreciation of work, value, Friendships","Time, rate of staff turnover",0,1
PwC,2021-01-15, Intern,"Current Employee, less than 1 year","New York, NY",5,4.0,5.0,5.0,5.0,4.0,5.0,1,1,1,Love the culture,Great culture. Everyone makes you feel welcome and teams are devoted to your growth in the company. Everyone encourages questions and curiosity. Very big on digital upskilling.,Intensive digital training. Can be very content heavy,1,1
PwC,2021-01-15, Manager,"Current Employee, more than 3 years","London, England, England",5,4.0,5.0,5.0,5.0,3.0,4.0,1,1,1,Great people questionable pay,"People and training are great, plenty of opportunities for growth","Pay is below market, seem to benchmark pay to other Big-4 rather than external roles outside accountancy firms",1,3
PwC,2021-01-15, Manager,"Current Employee, more than 1 year",Hong Kong,3,1.0,3.0,4.0,3.0,3.0,2.0,3,2,2,not very good atmosphere at the moment,generally a good place to learn for3 years but not a place to work until after 35,tiring tedious and repetitive work.,1,1
PwC,2021-01-15, Marketing,"Current Employee, more than 3 years","London, England, England",4,3.0,3.0,5.0,3.0,4.0,3.0,1,1,1,Great company through tough times,No furloughing of staff and 12% pension top-up,Partnership model can be frustrating at times,1,3
PwC,2021-01-15, Recruiter,"Former Employee, more than 3 years","London, England, England",5,2.0,5.0,5.0,5.0,5.0,5.0,1,1,1,"Intense workload, fun collaborative environment","High tech company, innovation, good benefits, collaborative working environment","Long hours, intensive work load",0,3
PwC,2021-01-15, Recruiter,"Former Employee, more than 3 years","London, England, England",5,2.0,5.0,5.0,5.0,5.0,5.0,1,1,1,"Intense workload, fun collaborative environment","High tech company, innovation, good benefits, collaborative working environment","Long hours, intensive work load",0,3
PwC,2021-01-15, Risk Assurance Manager,"Current Employee, more than 3 years","Atlanta, GA",4,2.0,3.0,3.0,5.0,3.0,5.0,1,1,1,Opportunity of a life time. Hard work!,"Great learning opportunity, clear career progression framework that rewards effort. Amazing tools and support structures and a staff compliment of young, driven professionals makes the lack of work-life balance more bearable.
Great place to kick-start a career.","Long hours, high expectation and lack of overtime payout.",1,3
PwC,2021-01-15, Senior Associate,"Current Employee, more than 3 years",Amsterdam,4,4.0,5.0,4.0,4.0,3.0,4.0,1,3,1,Senior associate review,Good culture and colleagues here.,"Overtime, pressure. Where more can be done by attracting new peole",1,3
PwC,2021-01-15, Senior Associate,"Former Employee, more than 5 years","London, England, England",4,3.0,3.0,2.0,4.0,1.0,3.0,3,1,1,Management Consulting Senior Associate,"Great opportunities to learn and get exposure to a range of people, clients, and projects and learn core skills that you can leverage to get your next role",No point in staying beyond manager if you don't see yourself becoming partner. Compensation isn't great and you can get far more by switching to industry,0,5
PwC,2021-01-15, Senior Associate,"Current Employee, more than 3 years","Washington, DC",5,3.0,5.0,5.0,5.0,3.0,4.0,1,1,1,Great place to work,"Clients, Challenges, Work Culture and Opportunities","Salary, Work load, Benefits and Travel",1,3
PwC,2021-01-15, Senior Manager,"Former Employee, more than 10 years","London, England, England",5,3.0,4.0,4.0,5.0,4.0,4.0,1,2,1,Fantastic company and great opportunities,So many opportunities to grow and develop professionally - you're only limited by yourself.,"Very few. Hard work, many hours but this is expected as a professional!",0,10
PwC,2021-01-15," Senior Manager, Advisory","Current Employee, more than 5 years","New York, NY",4,1.0,3.0,4.0,4.0,3.0,4.0,1,1,1,Good training ground,dedicated to digital transformation across the firm,"long hours, incompetent middle management at times",1,5
PwC,2021-01-15, Senior Tax Manager,"Former Employee, more than 1 year","London, England, England",3,3.0,3.0,1.0,3.0,4.0,2.0,1,2,2,Good if know the right partners,"Networking, interesting clients, open up new opportunities",Politics and competition if you are new,0,1
PwC,2021-01-15, Technical Lead,"Former Employee, more than 3 years",Bangalore,4,4.0,5.0,4.0,4.0,4.0,3.0,1,1,1,Worked as tech Lead at PWC SDC,"1. Good company
2. Nice work culture
3. Friendly people
4. Flexible working hours",no cons as I can see,0,3
PwC,2021-01-16, Associate,"Former Employee, more than 1 year","San Jose, CA",1,1.0,1.0,1.0,3.0,1.0,1.0,3,3,3,Bad,People below Director/Senior Manager people are generally friendly and nice,Bad hours. Does not accommodate people based on their preferences on client sector and location,0,1
PwC,2021-01-16, Associate,"Former Employee, more than 1 year",Bangalore,5,4.0,5.0,5.0,5.0,5.0,4.0,1,1,1,Excellent workplace,"Workplace is good
Salary is good",I found none cons for the organization,0,1
PwC,2021-01-16, Associate II,"Former Employee, more than 3 years","Belfast, Northern Ireland, Northern Ireland",5,4.0,5.0,5.0,4.0,4.0,5.0,1,1,1,Good place to work,"Good progression, good management, doesnt micro manage",Work can often be repetitive,0,3
PwC,2021-01-16, Associate II,"Former Employee, more than 3 years","Belfast, Northern Ireland, Northern Ireland",5,4.0,5.0,5.0,4.0,4.0,5.0,1,1,1,Good place to work,"Good progression, good management, doesnt micro manage",Work can often be repetitive,0,3
PwC,2021-01-16, Assurance Associate,"Former Employee, more than 1 year","Reading, England, England",4,3.0,3.0,3.0,3.0,3.0,3.0,3,2,3,it is ok,good Environment and ok people,workload is hell. I work to 3am in busy season,0,1
PwC,2021-01-16, Audit Associate,"Current Employee, more than 3 years","Cincinnati, OH",3,2.0,5.0,4.0,3.0,3.0,4.0,1,1,1,Stressful but you learn a lot,You learn a lot from really intelligent people,The job can be so stressful and anxiety inducing,1,3
PwC,2021-01-16, PwC Senior Associate,"Current Employee, more than 3 years","Chicago, IL",4,2.0,5.0,5.0,4.0,3.0,4.0,1,1,1,Good Training Camp,resources that prepare you for better jobs in the future,pay is quite bad with a lot of overtime,1,3
PwC,2021-01-16, Senior Associate,"Former Employee, less than 1 year",Calcutta,4,2.0,4.0,5.0,1.0,5.0,5.0,1,1,1,good,good compensation and bonuses to keep you motivated,"long working hours, no work life balance",0,1
PwC,2021-01-16, Senior Associate,"Former Employee, more than 3 years","Toronto, ON",3,4.0,4.0,5.0,3.0,3.0,3.0,1,2,1,Bad experience with the firm in my latter months,"Fantastic firm brand
Decent work-life balance, all things considered (but that could be just my experience)","Unwillingness to allow staff to do secondments in other groups (when I was evaluating what I wanted to do next in my career)
Lack of support to those who are struggling with tough projects and long hours",0,3
PwC,2021-01-16, Senior Associate,"Current Employee, more than 3 years","Dublin, Dublin",4,2.0,4.0,5.0,4.0,3.0,5.0,1,2,1,Good employer,Flexible work with good benefits,Long long hours with lots of stress,1,3
PwC,2021-01-16, Senior Associate,"Current Employee, more than 5 years","Vancouver, BC",5,1.0,4.0,5.0,5.0,2.0,3.0,1,1,1,Good workplace,Company with values and good culture,Makes you work more than what they will ever pay you.,1,5
PwC,2021-01-16, Senior Tax Associate,"Current Employee, more than 3 years","Toronto, ON",5,4.0,5.0,5.0,5.0,5.0,5.0,1,1,1,PwC review,"Good work culture, motivation, team, work ethic",Nothing. Very good firm for consultants,1,3
